Título,"Tipo de cambio pesos por dólar E.U.A., Tipo de cambio para solventar obligaciones denominadas en moneda extranjera, Fecha de liquidación","Tipo de cambio Pesos por dólar E.U.A., Tipo de cambio para solventar obligaciones denominadas en moneda extranjera, Fecha de determinación (FIX)","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Apertura compra","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Apertura venta","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Cierre compra","Tipo de cambio Pesos por dólar E.U.A., Interbancario a 48 horas, Cierre venta","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Máximo","Tipo de cambio Pesos por dólar E.U.A., Interbancario a 48 horas Mínimo","Serie histórica del tipo de cambio, Tipo de cambio peso dólar desde 1954",Tipo de Cambio Cierre de Jornada
Periodo disponible,14/11/1991 - 18/02/2026,12/11/1991 - 16/02/2026,02/01/1992 - 16/02/2026,02/01/1992 - 16/02/2026,02/01/1992 - 29/10/2021,02/01/1992 - 29/10/2021,02/01/1992 - 16/02/2026,02/01/1992 - 16/02/2026,19/04/1954 - 16/02/2026,01/11/2021 - 16/02/2026
Periodicidad,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria
Cifra,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio
Unidad,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar
Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF60653,SF43718,SF43787,SF43784,SF43788,SF43786,SF43785,SF43717,SF63528,SF343410
23/10/2015,16.66,16.5138,16.505,16.509,16.582,16.586,16.59,16.475,16.5138,N/E
24/10/2015,16.5284,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/10/2015,16.5284,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/10/2015,16.5284,16.4998,16.509,16.513,16.5355,16.5395,16.56,16.4765,16.4998,N/E
27/10/2015,16.5138,16.5545,16.576,16.58,16.531,16.535,16.58,16.5085,16.5545,N/E
28/10/2015,16.4998,16.4503,16.456,16.46,16.611,16.615,16.6375,16.43,16.4503,N/E
29/10/2015,16.5545,16.6219,16.636,16.64,16.62,16.624,16.659,16.5875,16.6219,N/E
30/10/2015,16.4503,16.5244,16.536,16.539,16.504,16.507,16.5595,16.4855,16.5244,N/E
31/10/2015,16.6219,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/11/2015,16.6219,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/11/2015,16.6219,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/11/2015,16.6219,16.4196,16.4475,16.4525,16.401,16.406,16.4765,16.373,16.4196,N/E
04/11/2015,16.5244,16.5147,16.4555,16.46,16.5295,16.534,16.56,16.46,16.5147,N/E
05/11/2015,16.4196,16.5959,16.5175,16.5225,16.622,16.627,16.627,16.5225,16.5959,N/E
06/11/2015,16.5147,16.8382,16.8015,16.8055,16.813,16.817,16.885,16.8055,16.8382,N/E
07/11/2015,16.5959,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/11/2015,16.5959,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/11/2015,16.5959,16.87,16.895,16.9,16.7965,16.8015,16.92,16.786,16.87,N/E
10/11/2015,16.8382,16.7658,16.757,16.762,16.747,16.752,16.789,16.73,16.7658,N/E
11/11/2015,16.87,16.7173,16.702,16.706,16.7295,16.7335,16.766,16.6955,16.7173,N/E
12/11/2015,16.7658,16.7406,16.7465,16.751,16.7345,16.739,16.7665,16.711,16.7406,N/E
13/11/2015,16.7173,16.7395,16.731,16.735,16.7,16.704,16.781,16.6935,16.7395,N/E
14/11/2015,16.7406,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/11/2015,16.7406,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/11/2015,16.7406,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/11/2015,16.7406,16.757,16.764,16.768,16.751,16.755,16.78,16.734,16.757,N/E
18/11/2015,16.7395,16.7636,16.769,16.773,16.766,16.77,16.83,16.743,16.7636,N/E
19/11/2015,16.757,16.5748,16.597,16.6,16.627,16.63,16.654,16.555,16.5748,N/E
20/11/2015,16.7636,16.512,16.484,16.487,16.5,16.503,16.5275,16.487,16.512,N/E
21/11/2015,16.5748,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/11/2015,16.5748,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/11/2015,16.5748,16.5306,16.527,16.533,16.541,16.547,16.547,16.4875,16.5306,N/E
24/11/2015,16.512,16.4705,16.4735,16.4795,16.4975,16.5035,16.5035,16.4425,16.4705,N/E
25/11/2015,16.5306,16.5548,16.5685,16.5725,16.5285,16.5325,16.5805,16.5175,16.5548,N/E
26/11/2015,16.4705,16.5492,16.545,16.55,16.551,16.556,16.5665,16.542,16.5492,N/E
27/11/2015,16.5548,16.5784,16.55,16.554,16.6075,16.6135,16.6135,16.543,16.5784,N/E
28/11/2015,16.5492,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/11/2015,16.5492,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
30/11/2015,16.5492,16.5856,16.557,16.56,16.5705,16.5735,16.6335,16.556,16.5856,N/E
01/12/2015,16.5784,16.5104,16.499,16.504,16.5235,16.5285,16.545,16.4745,16.5104,N/E
02/12/2015,16.5856,16.5933,16.5725,16.5765,16.5945,16.5985,16.62,16.537,16.5933,N/E
03/12/2015,16.5104,16.7095,16.622,16.6265,16.735,16.7395,16.74,16.6245,16.7095,N/E
04/12/2015,16.5933,16.6757,16.7095,16.7135,16.6685,16.6725,16.7135,16.653,16.6757,N/E
05/12/2015,16.7095,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/12/2015,16.7095,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/12/2015,16.7095,16.9044,16.8435,16.8475,16.9255,16.9295,16.9755,16.833,16.9044,N/E
08/12/2015,16.6757,17.0164,17.0175,17.0245,17.011,17.018,17.05,16.988,17.0164,N/E
09/12/2015,16.9044,17.016,16.985,16.989,17.057,17.061,17.1,16.958,17.016,N/E
10/12/2015,17.0164,17.075,17.053,17.057,17.1905,17.1945,17.1975,17.045,17.075,N/E
11/12/2015,17.016,17.3592,17.424,17.429,17.379,17.384,17.429,17.31,17.3592,N/E
12/12/2015,17.075,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/12/2015,17.075,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/12/2015,17.075,17.3776,17.351,17.355,17.346,17.35,17.4315,17.3175,17.3776,N/E
15/12/2015,17.3592,17.1529,17.1505,17.1545,17.1355,17.1395,17.175,17.1295,17.1529,N/E
16/12/2015,17.3776,17.136,17.082,17.086,17.084,17.088,17.193,17.084,17.136,N/E
17/12/2015,17.1529,17.1,17.0695,17.0735,16.961,16.965,17.158,16.965,17.1,N/E
18/12/2015,17.136,17.0139,17.0155,17.0195,17.033,17.037,17.048,16.97,17.0139,N/E
19/12/2015,17.1,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/12/2015,17.1,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/12/2015,17.1,17.1034,17.078,17.082,17.1855,17.1895,17.19,17.0345,17.1034,N/E
22/12/2015,17.0139,17.1847,17.162,17.168,17.204,17.21,17.2385,17.165,17.1847,N/E
23/12/2015,17.1034,17.1953,17.195,17.2,17.201,17.206,17.2285,17.1725,17.1953,N/E
24/12/2015,17.1847,17.276,17.229,17.234,17.243,17.248,17.511,17.2245,17.276,N/E
25/12/2015,17.1953,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/12/2015,17.1953,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/12/2015,17.1953,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/12/2015,17.1953,17.271,17.2535,17.2585,17.241,17.246,17.295,17.246,17.271,N/E
29/12/2015,17.276,17.2065,17.183,17.189,17.263,17.269,17.28,17.1725,17.2065,N/E
30/12/2015,17.271,17.3398,17.3575,17.3625,17.359,17.364,17.3895,17.3255,17.3398,N/E
31/12/2015,17.2065,17.2487,17.315,17.319,17.205,17.212,17.319,17.195,17.2487,N/E
01/01/2016,17.3398,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2016,17.3398,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/2016,17.3398,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2016,17.3398,17.3529,17.314,17.322,17.323,17.331,17.39,17.319,17.3529,N/E
05/01/2016,17.2487,17.3456,17.3625,17.3685,17.3165,17.3225,17.38,17.315,17.3456,N/E
06/01/2016,17.3529,17.4411,17.437,17.442,17.513,17.516,17.5185,17.4185,17.4411,N/E
07/01/2016,17.3456,17.6568,17.657,17.66,17.738,17.741,17.7425,17.614,17.6568,N/E
08/01/2016,17.4411,17.9283,17.844,17.85,17.901,17.907,17.979,17.85,17.9283,N/E
09/01/2016,17.6568,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/2016,17.6568,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2016,17.6568,17.9304,17.863,17.867,17.946,17.95,18.01,17.849,17.9304,N/E
12/01/2016,17.9283,17.9119,17.7565,17.7605,17.914,17.918,17.9785,17.7605,17.9119,N/E
13/01/2016,17.9304,17.85,17.7915,17.7955,17.894,17.898,17.9325,17.795,17.85,N/E
14/01/2016,17.9119,17.9121,17.9315,17.9365,17.875,17.88,17.98,17.8485,17.9121,N/E
15/01/2016,17.85,18.2108,18.124,18.13,18.2425,18.2485,18.33,18.1275,18.2108,N/E
16/01/2016,17.9121,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/01/2016,17.9121,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/01/2016,17.9121,18.2327,18.23,18.236,18.2035,18.2095,18.2595,18.2095,18.2327,N/E
19/01/2016,18.2108,18.1947,18.1835,18.1875,18.272,18.276,18.292,18.1675,18.1947,N/E
20/01/2016,18.2327,18.608,18.433,18.439,18.563,18.569,18.68,18.439,18.608,N/E
21/01/2016,18.1947,18.5084,18.5205,18.5265,18.7445,18.7525,18.7525,18.429,18.5084,N/E
22/01/2016,18.608,18.428,18.382,18.39,18.425,18.433,18.53,18.375,18.428,N/E
23/01/2016,18.5084,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
24/01/2016,18.5084,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/01/2016,18.5084,18.5352,18.494,18.5,18.5615,18.5675,18.572,18.496,18.5352,N/E
26/01/2016,18.428,18.4715,18.526,18.532,18.4685,18.4745,18.532,18.4385,18.4715,N/E
27/01/2016,18.5352,18.453,18.45,18.454,18.416,18.42,18.5495,18.368,18.453,N/E
28/01/2016,18.4715,18.2906,18.247,18.251,18.3485,18.3525,18.39,18.237,18.2906,N/E
29/01/2016,18.453,18.1935,18.1775,18.1815,18.142,18.146,18.254,18.146,18.1935,N/E
30/01/2016,18.2906,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
31/01/2016,18.2906,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/02/2016,18.2906,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/02/2016,18.2906,18.4902,18.431,18.435,18.526,18.53,18.55,18.435,18.4902,N/E
03/02/2016,18.1935,18.4537,18.374,18.38,18.225,18.231,18.65,18.231,18.4537,N/E
04/02/2016,18.4902,18.1891,18.142,18.148,18.3185,18.3245,18.3245,18.1185,18.1891,N/E
05/02/2016,18.4537,18.3748,18.376,18.38,18.397,18.401,18.4245,18.3265,18.3748,N/E
06/02/2016,18.1891,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/02/2016,18.1891,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/02/2016,18.1891,18.6959,18.657,18.662,18.79,18.795,18.795,18.6495,18.6959,N/E
09/02/2016,18.3748,18.7818,18.7995,18.8035,18.8455,18.8495,18.895,18.7295,18.7818,N/E
10/02/2016,18.6959,18.8089,18.7455,18.7515,18.8695,18.8755,18.96,18.6345,18.8089,N/E
11/02/2016,18.7818,19.1754,19.04,19.046,19.3965,19.4025,19.4485,19.0285,19.1754,N/E
12/02/2016,18.8089,19.0392,19.115,19.122,18.9115,18.9185,19.144,18.893,19.0392,N/E
13/02/2016,19.1754,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/02/2016,19.1754,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/02/2016,19.1754,18.8471,18.8515,18.8575,18.811,18.82,18.8675,18.82,18.8471,N/E
16/02/2016,19.0392,18.8148,18.805,18.81,18.8645,18.8695,18.88,18.7875,18.8148,N/E
17/02/2016,18.8471,18.3895,18.717,18.722,18.282,18.289,18.723,17.9675,18.3895,N/E
18/02/2016,18.8148,18.1439,18.0975,18.1035,18.244,18.25,18.3175,18.062,18.1439,N/E
19/02/2016,18.3895,18.2762,18.3075,18.3125,18.195,18.2,18.3325,18.155,18.2762,N/E
20/02/2016,18.1439,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/02/2016,18.1439,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/02/2016,18.1439,18.0568,18.14,18.146,18.041,18.047,18.146,17.9985,18.0568,N/E
23/02/2016,18.2762,18.1948,18.123,18.13,18.2005,18.2075,18.2525,18.104,18.1948,N/E
24/02/2016,18.0568,18.2893,18.3205,18.3275,18.166,18.172,18.348,18.167,18.2893,N/E
25/02/2016,18.1948,18.168,18.184,18.19,18.103,18.109,18.218,18.0985,18.168,N/E
26/02/2016,18.2893,18.1706,18.103,18.109,18.234,18.24,18.2675,18.109,18.1706,N/E
27/02/2016,18.168,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/02/2016,18.168,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/02/2016,18.168,18.102,18.124,18.13,18.097,18.103,18.1565,18.0435,18.102,N/E
01/03/2016,18.1706,17.9432,17.9835,17.9875,17.861,17.865,18.02,17.853,17.9432,N/E
02/03/2016,18.102,17.8561,17.9055,17.9095,17.8085,17.8125,17.953,17.8025,17.8561,N/E
03/03/2016,17.9432,17.8971,17.939,17.943,17.8845,17.8885,17.9975,17.82,17.8971,N/E
04/03/2016,17.8561,17.7723,17.85,17.854,17.786,17.79,17.8745,17.7345,17.7723,N/E
05/03/2016,17.8971,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/03/2016,17.8971,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/03/2016,17.8971,17.7526,17.839,17.845,17.726,17.73,17.85,17.7005,17.7526,N/E
08/03/2016,17.7723,17.9044,17.902,17.907,17.872,17.877,17.9495,17.87,17.9044,N/E
09/03/2016,17.7526,17.7523,17.7525,17.7585,17.7165,17.7225,17.805,17.705,17.7523,N/E
10/03/2016,17.9044,17.8601,17.7225,17.7285,17.865,17.874,17.95,17.727,17.8601,N/E
11/03/2016,17.7523,17.7002,17.6825,17.6875,17.682,17.687,17.736,17.66,17.7002,N/E
12/03/2016,17.8601,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/03/2016,17.8601,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/03/2016,17.8601,17.7691,17.81,17.815,17.745,17.75,17.823,17.725,17.7691,N/E
15/03/2016,17.7002,17.926,17.936,17.94,17.8895,17.8935,17.98,17.876,17.926,N/E
16/03/2016,17.7691,17.9308,17.9385,17.9425,17.6435,17.6475,17.9585,17.6475,17.9308,N/E
17/03/2016,17.926,17.4034,17.434,17.44,17.344,17.35,17.4465,17.3495,17.4034,N/E
18/03/2016,17.9308,17.2995,17.263,17.267,17.36,17.364,17.38,17.237,17.2995,N/E
19/03/2016,17.4034,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/03/2016,17.4034,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/03/2016,17.4034,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/03/2016,17.4034,17.3361,17.339,17.344,17.33,17.335,17.364,17.31,17.3361,N/E
23/03/2016,17.2995,17.5273,17.474,17.479,17.5715,17.5765,17.584,17.479,17.5273,N/E
24/03/2016,17.3361,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/03/2016,17.3361,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/03/2016,17.3361,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/03/2016,17.3361,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/03/2016,17.3361,17.461,17.493,17.499,17.4225,17.4285,17.5095,17.416,17.461,N/E
29/03/2016,17.5273,17.4015,17.4885,17.4935,17.319,17.324,17.5285,17.2805,17.4015,N/E
30/03/2016,17.461,17.2509,17.175,17.179,17.205,17.209,17.29,17.1775,17.2509,N/E
31/03/2016,17.4015,17.237,17.1305,17.1375,17.28,17.29,17.378,17.1325,17.237,N/E
01/04/2016,17.2509,17.3338,17.381,17.387,17.361,17.367,17.4095,17.297,17.3338,N/E
02/04/2016,17.237,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/04/2016,17.237,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/04/2016,17.237,17.4484,17.39,17.396,17.4835,17.4895,17.4895,17.375,17.4484,N/E
05/04/2016,17.3338,17.7252,17.706,17.711,17.7225,17.7305,17.777,17.662,17.7252,N/E
06/04/2016,17.4484,17.7286,17.788,17.793,17.689,17.694,17.826,17.651,17.7286,N/E
07/04/2016,17.7252,17.893,17.8165,17.8205,17.894,17.9,17.9555,17.8205,17.893,N/E
08/04/2016,17.7286,17.7391,17.757,17.762,17.777,17.782,17.821,17.7005,17.7391,N/E
09/04/2016,17.893,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/04/2016,17.893,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/04/2016,17.893,17.6452,17.593,17.599,17.6285,17.6345,17.675,17.599,17.6452,N/E
12/04/2016,17.7391,17.5719,17.6055,17.6115,17.454,17.46,17.6535,17.455,17.5719,N/E
13/04/2016,17.6452,17.49,17.4915,17.4975,17.46,17.466,17.54,17.4505,17.49,N/E
14/04/2016,17.5719,17.388,17.406,17.412,17.3955,17.4015,17.419,17.367,17.388,N/E
15/04/2016,17.49,17.5669,17.557,17.563,17.5455,17.5515,17.6,17.52,17.5669,N/E
16/04/2016,17.388,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/04/2016,17.388,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/04/2016,17.388,17.4598,17.5175,17.5225,17.449,17.454,17.5225,17.4195,17.4598,N/E
19/04/2016,17.5669,17.2825,17.246,17.25,17.286,17.29,17.3335,17.2335,17.2825,N/E
20/04/2016,17.4598,17.3078,17.305,17.311,17.205,17.211,17.357,17.211,17.3078,N/E
21/04/2016,17.2825,17.4202,17.43,17.435,17.499,17.504,17.5075,17.385,17.4202,N/E
22/04/2016,17.3078,17.4359,17.421,17.425,17.4265,17.4305,17.49,17.3835,17.4359,N/E
23/04/2016,17.4202,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
24/04/2016,17.4202,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/04/2016,17.4202,17.5866,17.561,17.568,17.6095,17.6165,17.625,17.5555,17.5866,N/E
26/04/2016,17.4359,17.4298,17.4275,17.4335,17.384,17.39,17.4555,17.377,17.4298,N/E
27/04/2016,17.5866,17.3993,17.337,17.342,17.3345,17.3395,17.488,17.3245,17.3993,N/E
28/04/2016,17.4298,17.2125,17.245,17.25,17.2005,17.2055,17.27,17.18,17.2125,N/E
29/04/2016,17.3993,17.1767,17.111,17.116,17.218,17.223,17.264,17.1,17.1767,N/E
30/04/2016,17.2125,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/05/2016,17.2125,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/05/2016,17.2125,17.2279,17.2085,17.2145,17.204,17.21,17.26,17.1875,17.2279,N/E
03/05/2016,17.1767,17.5234,17.4435,17.4495,17.558,17.564,17.572,17.438,17.5234,N/E
04/05/2016,17.2279,17.7358,17.7515,17.7575,17.7445,17.7505,17.7775,17.6755,17.7358,N/E
05/05/2016,17.5234,17.7866,17.735,17.74,17.86,17.865,17.87,17.7195,17.7866,N/E
06/05/2016,17.7358,17.9204,17.9025,17.9075,17.862,17.867,18.017,17.845,17.9204,N/E
07/05/2016,17.7866,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/05/2016,17.7866,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/05/2016,17.7866,18.1033,18.0395,18.0455,18.169,18.175,18.215,18.0185,18.1033,N/E
10/05/2016,17.9204,18.0205,18.042,18.048,17.9915,17.9975,18.067,17.978,18.0205,N/E
11/05/2016,18.1033,17.9549,18.013,18.019,17.9435,17.9495,18.05,17.8875,17.9549,N/E
12/05/2016,18.0205,17.9915,17.975,17.98,17.925,17.93,18.043,17.91,17.9915,N/E
13/05/2016,17.9549,18.1562,18.099,18.105,18.1875,18.1935,18.1935,18.105,18.1562,N/E
14/05/2016,17.9915,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/05/2016,17.9915,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/05/2016,17.9915,18.1795,18.111,18.116,18.169,18.174,18.2375,18.115,18.1795,N/E
17/05/2016,18.1562,18.3217,18.3595,18.3645,18.3,18.305,18.375,18.25,18.3217,N/E
18/05/2016,18.1795,18.3761,18.378,18.383,18.465,18.47,18.47,18.3125,18.3761,N/E
19/05/2016,18.3217,18.5465,18.52,18.525,18.451,18.456,18.6,18.456,18.5465,N/E
20/05/2016,18.3761,18.3826,18.3975,18.4025,18.327,18.332,18.4485,18.332,18.3826,N/E
21/05/2016,18.5465,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/05/2016,18.5465,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/05/2016,18.5465,18.4444,18.398,18.405,18.4795,18.4835,18.518,18.38,18.4444,N/E
24/05/2016,18.3826,18.4694,18.46,18.465,18.495,18.5,18.5165,18.428,18.4694,N/E
25/05/2016,18.4444,18.452,18.37,18.375,18.445,18.45,18.4985,18.338,18.452,N/E
26/05/2016,18.4694,18.4572,18.4365,18.4455,18.45,18.455,18.484,18.4105,18.4572,N/E
27/05/2016,18.452,18.4527,18.49,18.493,18.473,18.476,18.5065,18.383,18.4527,N/E
28/05/2016,18.4572,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/05/2016,18.4572,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
30/05/2016,18.4572,18.4777,18.473,18.478,18.478,18.483,18.4835,18.4675,18.4777,N/E
31/05/2016,18.4527,18.4118,18.3915,18.3975,18.4655,18.4695,18.4705,18.3855,18.4118,N/E
01/06/2016,18.4777,18.5299,18.6175,18.6225,18.4845,18.4895,18.6225,18.4895,18.5299,N/E
02/06/2016,18.4118,18.6097,18.602,18.607,18.621,18.627,18.6565,18.5865,18.6097,N/E
03/06/2016,18.5299,18.6283,18.554,18.56,18.6015,18.6075,18.701,18.556,18.6283,N/E
04/06/2016,18.6097,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/06/2016,18.6097,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/06/2016,18.6097,18.5889,18.598,18.602,18.6255,18.6295,18.675,18.569,18.5889,N/E
07/06/2016,18.6283,18.5067,18.5635,18.5665,18.407,18.41,18.5665,18.4,18.5067,N/E
08/06/2016,18.5889,18.1491,18.135,18.14,18.117,18.122,18.2,18.1115,18.1491,N/E
09/06/2016,18.5067,18.2742,18.196,18.2,18.286,18.29,18.309,18.2,18.2742,N/E
10/06/2016,18.1491,18.5046,18.4195,18.4245,18.649,18.654,18.7495,18.4245,18.5046,N/E
11/06/2016,18.2742,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/06/2016,18.2742,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/06/2016,18.2742,18.7915,18.7595,18.7645,18.8105,18.8155,18.85,18.747,18.7915,N/E
14/06/2016,18.5046,18.9814,18.94,18.945,18.955,18.96,19.02,18.934,18.9814,N/E
15/06/2016,18.7915,18.8672,18.865,18.87,18.797,18.802,18.91,18.7595,18.8672,N/E
16/06/2016,18.9814,18.9968,19.005,19.01,18.898,18.903,19.09,18.87,18.9968,N/E
17/06/2016,18.8672,18.8527,18.848,18.853,18.7845,18.7895,18.9155,18.7895,18.8527,N/E
18/06/2016,18.9968,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
19/06/2016,18.9968,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/06/2016,18.9968,18.6559,18.6555,18.6605,18.678,18.683,18.684,18.627,18.6559,N/E
21/06/2016,18.8527,18.6444,18.6405,18.6455,18.5865,18.5915,18.688,18.5915,18.6444,N/E
22/06/2016,18.6559,18.5325,18.559,18.567,18.5285,18.5365,18.5725,18.49,18.5325,N/E
23/06/2016,18.6444,18.3207,18.285,18.289,18.301,18.305,18.378,18.281,18.3207,N/E
24/06/2016,18.5325,18.8716,18.676,18.7,18.9325,18.9395,18.945,18.6775,18.8716,N/E
25/06/2016,18.3207,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/06/2016,18.3207,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/06/2016,18.3207,19.1283,19.0445,19.0495,19.185,19.19,19.255,19.02,19.1283,N/E
28/06/2016,18.8716,18.9113,18.8945,18.8985,18.826,18.83,18.96,18.7695,18.9113,N/E
29/06/2016,19.1283,18.555,18.631,18.636,18.534,18.539,18.636,18.525,18.555,N/E
30/06/2016,18.9113,18.4646,18.526,18.53,18.2535,18.2575,18.5865,18.18,18.4646,N/E
01/07/2016,18.555,18.309,18.1885,18.199,18.3525,18.363,18.4355,18.18,18.309,N/E
02/07/2016,18.4646,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/07/2016,18.4646,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/07/2016,18.4646,18.3858,18.413,18.418,18.415,18.42,18.4445,18.3765,18.3858,N/E
05/07/2016,18.309,18.7536,18.685,18.69,18.79,18.795,18.7995,18.69,18.7536,N/E
